-1.200000000	2.69608	2.69608
-1.195303327	2.68244	2.68244
-1.190606654	2.66789	2.66789
-1.185909980	2.65244	2.65244
-1.181213307	2.6361	2.6361
-1.176516634	2.61885	2.61885
-1.171819961	2.6007	2.6007
-1.167123288	2.58165	2.58165
-1.162426614	2.56171	2.56171
-1.157729941	2.54086	2.54086
-1.153033268	2.51911	2.51911
-1.148336595	2.49646	2.49646
-1.143639922	2.47292	2.47292
-1.138943249	2.44847	2.44847
-1.134246575	2.42312	2.42312
-1.129549902	2.39687	2.39687
-1.124853229	2.36972	2.36972
-1.120156556	2.34193	2.34193
-1.115459883	2.3137	2.3137
-1.110763209	2.28505	2.28505
-1.106066536	2.25597	2.25597
-1.101369863	2.22647	2.22647
-1.096673190	2.19653	2.19653
-1.091976517	2.16617	2.16617
-1.087279843	2.13538	2.13538
-1.082583170	2.10417	2.10417
-1.077886497	2.07253	2.07253
-1.073189824	2.04049	2.04049
-1.068493151	2.00832	2.00832
-1.063796477	1.97611	1.97611
-1.059099804	1.94385	1.94385
-1.054403131	1.91154	1.91154
-1.049706458	1.87918	1.87918
-1.045009785	1.84677	1.84677
-1.040313112	1.8143	1.8143
-1.035616438	1.78179	1.78179
-1.030919765	1.74923	1.74923
-1.026223092	1.71662	1.71662
-1.021526419	1.68404	1.68404
-1.016829746	1.65166	1.65166
-1.012133072	1.6195	1.6195
-1.007436399	1.58757	1.58757
-1.002739726	1.55585	1.55585
-0.9980430528	1.52436	1.52436
-0.9933463796	1.49308	1.49308
-0.9886497065	1.46203	1.46203
-0.9839530333	1.4312	1.4312
-0.9792563601	1.40058	1.40058
-0.9745596869	1.37019	1.37019
-0.9698630137	1.3401	1.3401
-0.9651663405	1.31038	1.31038
-0.9604696673	1.28102	1.28102
-0.9557729941	1.25203	1.25203
-0.9510763209	1.22341	1.22341
-0.9463796477	1.19515	1.19515
-0.9416829746	1.16726	1.16726
-0.9369863014	1.13973	1.13973
-0.9322896282	1.11257	1.11257
-0.9275929550	1.08577	1.08577
-0.9228962818	1.05934	1.05934
-0.9181996086	1.03332	1.03332
-0.9135029354	1.00772	1.00772
-0.9088062622	0.982532	0.982532
-0.9041095890	0.957758	0.957758
-0.8994129159	0.933398	0.933398
-0.8947162427	0.909454	0.909454
-0.8900195695	0.885924	0.885924
-0.8853228963	0.862809	0.862809
-0.8806262231	0.840108	0.840108
-0.8759295499	0.817823	0.817823
-0.8712328767	0.795948	0.795948
-0.8665362035	0.774477	0.774477
-0.8618395303	0.753407	0.753407
-0.8571428571	0.732741	0.732741
-0.8524461840	0.712476	0.712476
-0.8477495108	0.692615	0.692615
-0.8430528376	0.673156	0.673156
-0.8383561644	0.6541	0.6541
-0.8336594912	0.635446	0.635446
-0.8289628180	0.617194	0.617194
-0.8242661448	0.599345	0.599345
-0.8195694716	0.581871	0.581871
-0.8148727984	0.564758	0.564758
-0.8101761252	0.548004	0.548004
-0.8054794521	0.53161	0.53161
-0.8007827789	0.515577	0.515577
-0.7960861057	0.499904	0.499904
-0.7913894325	0.484591	0.484591
-0.7866927593	0.469638	0.469638
-0.7819960861	0.455045	0.455045
-0.7772994129	0.440813	0.440813
-0.7726027397	0.426933	0.426933
-0.7679060665	0.413366	0.413366
-0.7632093933	0.400103	0.400103
-0.7585127202	0.387146	0.387146
-0.7538160470	0.374494	0.374494
-0.7491193738	0.362147	0.362147
-0.7444227006	0.350106	0.350106
-0.7397260274	0.338369	0.338369
-0.7350293542	0.326938	0.326938
-0.7303326810	0.315812	0.315812
-0.7256360078	0.304992	0.304992
-0.7209393346	0.294456	0.294456
-0.7162426614	0.284172	0.284172
-0.7115459883	0.27414	0.27414
-0.7068493151	0.264359	0.264359
-0.7021526419	0.25483	0.25483
-0.6974559687	0.245552	0.245552
-0.6927592955	0.236525	0.236525
-0.6880626223	0.227749	0.227749
-0.6833659491	0.219225	0.219225
-0.6786692759	0.210953	0.210953
-0.6739726027	0.20293	0.20293
-0.6692759295	0.195125	0.195125
-0.6645792564	0.187521	0.187521
-0.6598825832	0.18012	0.18012
-0.6551859100	0.17292	0.17292
-0.6504892368	0.165922	0.165922
-0.6457925636	0.159127	0.159127
-0.6410958904	0.152533	0.152533
-0.6363992172	0.146141	0.146141
-0.6317025440	0.139951	0.139951
-0.6270058708	0.133963	0.133963
-0.6223091977	0.12817	0.12817
-0.6176125245	0.12254	0.12254
-0.6129158513	0.117069	0.117069
-0.6082191781	0.111757	0.111757
-0.6035225049	0.106604	0.106604
-0.5988258317	0.101611	0.101611
-0.5941291585	0.0967763	0.0967763
-0.5894324853	0.092101	0.092101
-0.5847358121	0.0875848	0.0875848
-0.5800391389	0.0832277	0.0832277
-0.5753424658	0.0790298	0.0790298
-0.5706457926	0.0749758	0.0749758
-0.5659491194	0.0710459	0.0710459
-0.5612524462	0.0672399	0.0672399
-0.5565557730	0.0635579	0.0635579
-0.5518590998	0.0599998	0.0599998
-0.5471624266	0.0565656	0.0565656
-0.5424657534	0.0532554	0.0532554
-0.5377690802	0.050069	0.050069
-0.5330724070	0.0470067	0.0470067
-0.5283757339	0.0440682	0.0440682
-0.5236790607	0.0412526	0.0412526
-0.5189823875	0.0385394	0.0385394
-0.5142857143	0.035921	0.035921
-0.5095890411	0.0333976	0.0333976
-0.5048923679	0.0309691	0.0309691
-0.5001956947	0.0286354	0.0286354
-0.4954990215	0.0263967	0.0263967
-0.4908023483	0.0242529	0.0242529
-0.4861056751	0.022204	0.022204
-0.4814090020	0.02025	0.02025
-0.4767123288	0.0183908	0.0183908
-0.4720156556	0.016622	0.016622
-0.4673189824	0.0149264	0.0149264
-0.4626223092	0.0133026	0.0133026
-0.4579256360	0.0117506	0.0117506
-0.4532289628	0.0102703	0.0102703
-0.4485322896	0.00886184	0.00886184
-0.4438356164	0.00752514	0.00752514
-0.4391389432	0.00626022	0.00626022
-0.4344422701	0.00506708	0.00506708
-0.4297455969	0.00394571	0.00394571
-0.4250489237	0.00289612	0.00289612
-0.4203522505	0.00190899	0.00190899
-0.4156555773	0.00097464	0.00097464
-0.4109589041	9.30545e-05	9.30545e-05
-0.4062622309	-0.000735763	-0.000735763
-0.4015655577	-0.00151181	-0.00151181
-0.3968688845	-0.00223509	-0.00223509
-0.3921722114	-0.00290561	-0.00290561
-0.3874755382	-0.00352335	-0.00352335
-0.3827788650	-0.00408834	-0.00408834
-0.3780821918	-0.00460055	-0.00460055
-0.3733855186	-0.00506088	-0.00506088
-0.3686888454	-0.00548009	-0.00548009
-0.3639921722	-0.00586138	-0.00586138
-0.3592954990	-0.00620476	-0.00620476
-0.3545988258	-0.00651022	-0.00651022
-0.3499021526	-0.00677777	-0.00677777
-0.3452054795	-0.00700741	-0.00700741
-0.3405088063	-0.00719914	-0.00719914
-0.3358121331	-0.00735297	-0.00735297
-0.3311154599	-0.00746888	-0.00746888
-0.3264187867	-0.0075469	-0.0075469
-0.3217221135	-0.00758994	-0.00758994
-0.3170254403	-0.00760657	-0.00760657
